City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,san francisco de la paz,14.9,-86.2,302.58,61,100,1.34,HN,1717520754
367,beroroha,-21.6667,45.1667,297.99,40,18,0.72,MG,1717520754
368,doka,13.5167,35.7667,309.73,24,70,3.44,SD,1717520755
369,konarka,19.9,86.1167,303.37,88,92,7.35,IN,1717520755
370,st. john's,47.5649,-52.7093,283.9,98,100,7.72,CA,1717520756
371,vernon,50.2581,-119.2691,288.49,60,92,2.06,CA,1717520495
372,aksu,41.1231,80.2644,295.45,32,70,1.78,CN,1717520757
373,polyarnyy,69.1989,33.4478,291.57,62,41,4.85,RU,1717520758
374,egilsstadir,65.2653,-14.3948,276.1,81,75,13.89,IS,1717520590
375,keflavik,64.0049,-22.5624,280.39,61,75,12.86,IS,1717520758
376,mathis,28.0945,-97.828,309.18,37,14,7.74,US,1717520760
377,solnechnyy,50.7214,136.6319,277.61,95,33,0.82,RU,1717520761
378,barranca,-10.75,-77.7667,293.14,70,14,4.01,PE,1717520672
379,uba,-21.12,-42.9428,300.18,47,6,1.91,BR,1717520570
380,samdrup jongkhar,26.9167,91.6167,289.56,92,24,2.33,BT,1717520762
381,bugul'ma,54.55,52.8,293.57,82,51,3.12,RU,1717520763
382,randazzo,37.8774,14.9501,291.39,53,92,0.83,IT,1717520764
383,kiiminki,65.1314,25.7974,289.96,51,7,2.83,FI,1717520765
384,praia da vitoria,38.7333,-27.0667,294.13,83,75,2.23,PT,1717520765
385,cidade velha,14.9167,-23.6167,299.41,61,40,8.75,CV,1717520766
386,toliara,-23.35,43.6667,296.12,75,3,2.73,MG,1717520766
387,thunder bay,48.4001,-89.3168,287.1,94,100,4.12,CA,1717520767
388,gizo,-8.103,156.8419,301.04,81,53,4.08,SB,1717520767
389,coquimbo,-29.9533,-71.3436,289.81,64,0,4.63,CL,1717520656
390,ciudad lazaro cardenas,17.9583,-102.2,302.16,58,5,3.87,MX,1717520538
391,aykhal,66.0,111.5,282.66,56,100,4.14,RU,1717520770
392,bouca,6.5105,18.2733,302.04,47,42,1.13,CF,1717520771
393,man,7.4125,-7.5538,301.46,67,97,0.93,CI,1717520772
394,ylitornio,66.3089,23.6773,291.87,29,18,3.63,FI,1717520772
395,bathsheba,13.2167,-59.5167,303.49,84,75,5.66,BB,1717520773
396,parabel',58.6978,81.4825,279.77,54,60,2.68,RU,1717520773
397,caraballeda,10.6112,-66.8522,301.19,83,75,2.06,VE,1717520774
398,tynda,55.1667,124.7167,283.04,91,88,0.41,RU,1717520775
399,panaba,21.2833,-88.2667,310.14,31,2,3.48,MX,1717520775
400,north bend,43.4065,-124.2243,294.81,59,100,7.2,US,1717520776
401,nuuk,64.1835,-51.7216,278.49,100,100,4.63,GL,1717520776
402,perryton,36.4,-100.8027,302.15,59,100,6.96,US,1717520777
403,ghanzi,-21.5667,21.7833,286.69,16,0,3.29,BW,1717520777
404,tumpat,6.1978,102.171,302.14,79,20,0.0,MY,1717520778
405,nemuro,43.3236,145.575,279.43,94,47,3.17,JP,1717520779
406,boysun,38.2061,67.1986,293.6,32,0,2.39,UZ,1717520779
407,yuzhnoural'sk,54.4418,61.2536,290.27,90,99,5.99,RU,1717520780
408,uturoa,-16.7333,-151.4333,300.31,80,41,4.29,PF,1717520780
409,poxoreo,-15.8372,-54.3892,305.94,22,52,2.45,BR,1717520533
410,qaqortoq,60.7167,-46.0333,277.42,78,100,1.35,GL,1717520781
411,guledagudda,16.05,75.8,302.2,63,85,5.42,IN,1717520770
412,aripuana,-9.1667,-60.6333,305.73,40,100,2.37,BR,1717520487
413,hinton,53.4001,-117.5857,287.15,39,56,3.49,CA,1717520783
414,sinazongwe,-17.2614,27.4618,295.23,31,0,1.19,ZM,1717520784
415,east ballina,-28.8667,153.5833,281.93,78,100,3.23,AU,1717520784
416,burao,9.5221,45.5336,303.64,30,54,6.36,SO,1717520785
417,carros,43.7894,7.184,292.7,82,75,4.12,FR,1717520785
418,glenfield park,-35.1372,147.334,280.27,91,100,0.89,AU,1717520786
419,northam,51.0333,-4.2167,288.37,91,100,8.36,GB,1717520787
420,sinop,41.7711,34.8709,296.45,60,93,1.78,TR,1717520787
421,khandyga,62.6667,135.6,282.53,57,96,3.26,RU,1717520788
422,fonte boa,-2.4959,-66.2662,302.21,80,60,1.51,BR,1717520788
423,muntok,-2.0667,105.1833,300.09,85,88,3.13,ID,1717520790
424,wonsan,39.1528,127.4436,288.77,85,5,1.19,KP,1717520790
425,ancud,-41.8697,-73.8203,284.23,91,100,4.08,CL,1717520791
426,westport,41.1415,-73.3579,302.27,68,36,2.24,US,1717520528
427,ryl'sk,51.5655,34.6822,294.33,77,19,1.45,RU,1717520792
428,kayangel,8.0823,134.7173,302.29,70,100,2.15,PW,1717520792
429,kualakapuas,-3.0091,114.3876,296.91,96,97,0.32,ID,1717520793
430,nikolayevsk-on-amure,53.1406,140.73,277.71,81,99,1.34,RU,1717520794
431,nueva ocotepeque,14.4333,-89.1833,305.92,48,20,2.06,HN,1717520794
432,faro,37.0194,-7.9322,296.58,73,20,3.09,PT,1717520564
433,kitimat,54.0524,-128.6534,284.64,63,98,1.79,CA,1717520795
434,swift current,50.2834,-107.8014,283.6,87,100,10.8,CA,1717520796
435,agapovka,53.2973,59.1348,290.89,87,86,5.42,RU,1717520796
436,verdal,63.7933,11.4817,291.17,43,90,6.63,NO,1717520797
437,goba,7.0167,39.9833,286.0,85,100,2.06,ET,1717520798
438,ballycastle,55.2044,-6.243,284.01,62,12,8.95,GB,1717520798
439,kalemie,-5.9475,29.1947,297.62,67,27,0.38,CD,1717520799
440,vorkuta,67.5,64.0,269.32,94,34,2.24,RU,1717520800
441,santa cruz,-17.8,-63.1667,295.85,49,0,3.09,BO,1717520516
442,belmonte,-15.8631,-38.8828,299.45,71,98,4.29,BR,1717520802
443,new yekepa,7.5794,-8.5378,298.59,90,94,1.51,LR,1717520714
444,kone,-21.0595,164.8658,296.32,90,99,0.88,NC,1717520803
445,moose jaw,50.4001,-105.5344,288.29,72,75,12.86,CA,1717520790
446,ladario,-19.0047,-57.6017,305.2,45,20,1.54,BR,1717520654
447,ulladulla,-35.35,150.4667,282.47,81,80,1.85,AU,1717520804
448,armavir,44.9892,41.1234,298.2,53,4,2.91,RU,1717520805
449,sade,11.3595,10.6732,312.36,20,19,3.05,NG,1717520806
450,verkhovazh'ye,60.7472,42.0465,295.45,72,20,2.45,RU,1717520806
451,darwin,-12.4611,130.8418,298.14,81,89,1.54,AU,1717520631
452,parral,26.9333,-105.6667,302.21,7,85,1.95,MX,1717520808
453,sishui,35.6489,117.2758,294.66,43,100,2.95,CN,1717520809
454,kamyanyets,52.4001,23.81,294.41,82,65,2.7,BY,1717520810
455,manggar,-2.8833,108.2667,300.37,82,66,2.2,ID,1717520810
456,sirte,31.2089,16.5887,303.92,42,16,8.23,LY,1717520811
457,dolores hidalgo cuna de la independencia nacional,21.1561,-100.9308,302.47,17,3,2.37,MX,1717520749
458,onega,63.9061,38.1404,284.21,90,57,2.53,RU,1717520812
459,east london,-33.0153,27.9116,287.82,82,100,1.97,ZA,1717520813
460,palikir - national government center,6.9248,158.1611,301.32,72,100,8.16,FM,1717520813
461,harstad,68.799,16.5293,287.81,61,3,4.02,NO,1717520814
462,aromashevo,56.8602,68.6375,284.47,85,93,3.69,RU,1717520814
463,dolbeau-mistassini,48.8763,-72.212,295.82,59,87,2.27,CA,1717520815
464,rodolfo sanchez taboada,31.7167,-116.5667,288.76,78,75,2.68,MX,1717520816
465,tyre,33.2733,35.1939,300.44,73,0,0.86,LB,1717520816
466,douentza,14.9951,-2.9517,313.91,20,5,4.56,ML,1717520817
467,upington,-28.4478,21.2561,288.36,41,20,3.6,ZA,1717520531
468,dali,25.7,100.1833,291.44,86,20,2.19,CN,1717520818
469,miajadas,39.1513,-5.9084,305.95,19,42,4.75,ES,1717520819
470,argo,37.6333,22.7333,303.07,32,0,0.77,GR,1717520820
471,peruibe,-24.32,-46.9983,291.39,94,100,2.41,BR,1717520783
472,concordia,-31.393,-58.0209,288.03,62,0,4.63,AR,1717520579
473,khilok,51.3674,110.4676,286.02,70,53,1.94,RU,1717520822
474,banda aceh,5.5577,95.3222,301.28,77,100,3.95,ID,1717520822
475,murzuq,25.9155,13.9184,314.04,10,99,1.9,LY,1717520590
476,glace bay,46.1969,-59.957,288.03,97,100,5.66,CA,1717520745
477,labin,45.095,14.1197,295.29,76,40,1.83,HR,1717520825
478,dakhla,23.6848,-15.958,293.23,82,0,8.71,EH,1717520826
479,jinghong,21.991,100.7341,296.09,88,15,1.09,CN,1717520711
480,san pedro pochutla,15.7333,-96.4667,305.99,41,4,4.21,MX,1717520827
481,nueva gerona,21.8833,-82.8,304.32,58,51,4.63,CU,1717520828
482,namtsy,62.7161,129.6658,280.29,60,28,2.47,RU,1717520828
483,san borja,-14.8167,-66.85,304.44,40,2,0.48,BO,1717520807
484,gazli,40.1333,63.45,303.05,11,87,5.26,UZ,1717520830
485,fortuna,40.5982,-124.1573,294.78,71,20,0.45,US,1717520830
486,qamdo,31.1667,97.2333,281.9,58,96,0.76,CN,1717520831
487,macael,37.3097,-2.3012,300.3,36,0,3.59,ES,1717520831
488,imbituba,-28.24,-48.6703,291.96,56,94,0.67,BR,1717520832
489,kuqa,41.7278,82.9364,295.47,25,65,2.98,CN,1717520832
490,juybar,36.6412,52.9124,296.24,63,0,1.16,IR,1717520833
491,timmins,48.4669,-81.3331,297.05,60,100,4.12,CA,1717520790
492,homer,59.6425,-151.5483,283.08,82,0,2.06,US,1717520834
493,arkhangel'sk,64.5401,40.5433,296.21,68,40,2.0,RU,1717520835
494,talnakh,69.4865,88.3972,271.04,97,100,5.54,RU,1717520737
495,port blair,11.6667,92.75,302.17,84,40,3.09,IN,1717520836
496,boende,-0.2167,20.8667,296.13,98,95,2.94,CD,1717520837
497,zhigalovo,54.8097,105.1578,285.97,98,100,1.47,RU,1717520838
498,loch garman,52.3342,-6.4575,289.89,49,47,7.15,IE,1717520620
499,pindiga,9.9833,10.9333,307.87,33,12,2.16,NG,1717520839
500,kota belud,6.351,116.4305,298.81,89,100,2.07,MY,1717520839
501,san jorge,-31.8962,-61.8598,284.08,62,96,4.5,AR,1717520840
502,portsmouth,50.799,-1.0913,290.49,80,98,3.13,GB,1717520442
503,touros,-5.1989,-35.4608,301.46,71,32,4.98,BR,1717520763
504,kuragino,53.8975,92.6725,286.35,95,100,5.12,RU,1717520842
505,los alamos,35.8881,-106.307,299.46,24,0,5.14,US,1717520843
506,jwaneng,-24.6004,24.7303,283.86,29,0,2.18,BW,1717520843
507,leh,34.1667,77.5833,281.79,31,100,3.58,IN,1717520768
508,simanggang,1.2472,111.4528,296.67,97,100,0.96,MY,1717520845
509,magadan,59.5667,150.8,276.78,91,99,1.45,RU,1717520791
510,acarau,-2.8856,-40.12,302.41,71,22,5.95,BR,1717520846
511,atlantic beach,30.3344,-81.3987,305.27,65,75,4.63,US,1717520846
512,alesund,62.4723,6.1549,285.24,88,75,9.77,NO,1717520847
513,urzhar,47.093,81.6294,287.58,54,0,2.64,KZ,1717520847
514,kish,26.5578,54.0194,302.14,81,0,1.85,IR,1717520848
515,tukrah,32.5341,20.5791,306.42,26,2,6.39,LY,1717520848
516,les cayes,18.2,-73.75,300.67,85,100,5.79,HT,1717520677
517,nadi,-17.8,177.4167,293.15,83,20,2.57,FJ,1717520850
518,lagoa,39.05,-27.9833,291.09,72,2,2.84,PT,1717520850
519,oak hill,37.9723,-81.1487,303.34,53,59,1.92,US,1717520851
520,kayyerkan,69.3786,87.7439,271.09,89,100,6.95,RU,1717520851
521,rapid valley,44.0625,-103.1463,293.5,64,100,2.57,US,1717520852
522,itoman,26.1247,127.6694,295.16,80,0,3.09,JP,1717520852
523,manismata,-2.4667,111.0333,295.92,98,73,0.86,ID,1717520853
524,bhimunipatnam,17.8833,83.4333,303.88,81,91,4.88,IN,1717520854
525,la sarre,48.8002,-79.1996,297.21,55,98,4.81,CA,1717520630
526,sungailiat,-1.85,106.1333,300.54,79,44,2.81,ID,1717520855
527,arvayheer,46.2639,102.775,288.2,38,81,1.28,MN,1717520856
528,severo-yeniseyskiy,60.3725,93.0408,274.58,92,100,2.68,RU,1717520856
529,sisimiut,66.9395,-53.6735,276.91,77,100,1.69,GL,1717520857
530,beni,0.5,29.4667,291.47,98,100,1.1,CD,1717520857
531,nsanje,-16.92,35.262,298.42,41,0,1.5,MW,1717520858
532,jeddah,21.5169,39.2192,309.07,21,0,2.57,SA,1717520859
533,patacamaya,-17.2333,-67.9167,288.41,18,0,0.54,BO,1717520859
534,lensk,60.7253,114.9278,284.45,85,91,1.71,RU,1717520674
535,lae,-6.7221,146.9847,295.82,85,55,2.67,PG,1717520861
536,zyrya,40.3661,50.2917,297.2,59,3,3.94,AZ,1717520861
537,san ignacio,17.1561,-89.0714,310.23,39,0,3.09,BZ,1717520683
538,zhangye,38.9342,100.4517,293.33,26,0,3.12,CN,1717520863
539,laguna,38.421,-121.4238,303.87,43,0,7.72,US,1717520864
540,zambezi,-13.5432,23.1047,294.61,24,1,2.28,ZM,1717520864
541,arraias,-12.9288,-46.9437,304.78,27,77,2.71,BR,1717520865
542,merizo village,13.2658,144.6691,300.0,95,99,3.74,GU,1717520865
543,sahar,24.3643,56.7468,305.52,69,0,1.21,OM,1717520866
544,santa ana,33.7456,-117.8678,293.74,80,100,2.06,US,1717520866
545,hualien city,23.9769,121.6044,295.77,72,91,2.29,TW,1717520867
546,kanniyakumari,8.0833,77.5667,300.85,85,88,6.5,IN,1717520868
547,lucapa,-8.4192,20.7447,300.01,30,20,0.75,AO,1717520869
548,bamboo flat,11.7,92.7167,302.2,84,40,3.09,IN,1717520869
549,bam,29.106,58.357,306.14,12,0,2.62,IR,1717520830
550,kamakhyanagar,20.9333,85.55,304.71,67,34,1.02,IN,1717520871
551,colonia,50.9333,6.95,296.18,55,0,2.06,DE,1717520830
552,kamaishi,39.2667,141.8833,283.82,95,36,3.52,JP,1717520872
553,fujin,47.26,132.0322,284.38,69,78,2.18,CN,1717520712
554,nar'yan-mar,67.6713,53.087,279.88,95,96,2.68,RU,1717520803
555,suva,-18.1416,178.4415,293.86,100,40,2.06,FJ,1717520873
556,visby,57.6409,18.296,293.73,63,0,4.63,SE,1717520874
557,santa rosa,14.3122,121.1114,303.76,83,100,2.57,PH,1717520874
558,menongue,-14.6585,17.691,293.19,17,4,1.4,AO,1717520875
559,as sulayyil,20.4607,45.5779,311.29,8,0,4.96,SA,1717520876
560,whakatane,-37.9585,176.9854,279.14,99,100,0.45,NZ,1717520876
561,serdar,38.9764,56.2757,303.98,26,9,2.36,TM,1717520877
562,labrador city,52.9463,-66.9114,297.55,38,9,3.15,CA,1717520877
